"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"","서울특별시 관악구 신림동 117-7","126.914053117","37.466633179","100008","WF171919","KOR","선우공원2","서울특별시","관악구","","","","","","","A20201-1M 선우공원#02","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"","서울특별시 관악구 신림동 336-8","126.926449344","37.468237371","100008","WF171920","KOR","신림6배수지공원#01","서울특별시","관악구","","","","","","","A20211-1M 신림6배수지공원#01","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 난곡로26길 117","서울특별시 관악구 신림동 336-8","126.925913278","37.468336326","100008","WF171921","KOR","신림6배수지공원#02","서울특별시","관악구","","","","","","","A20221-1M 신림6배수지공원#02","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"","서울특별시 관악구 신림동 117-28","126.912672720","37.469249776","100008","WF171922","KOR","선우공원 생태지역 진입부","서울특별시","관악구","","","","","","","A30051-1M 선우공원 생태지역 진입부","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 난곡로64가길 21","서울특별시 관악구 신림동 1707-1","126.916494979","37.480978511","100008","WF171923","KOR","신림근린공원 쉼터지역","서울특별시","관악구","","","","","","","A30061-1M 신림근린공원 쉼터지역 (미성동 산 197-31)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 난곡로58길 13","서울특별시 관악구 신림동 197-31","126.915826860","37.480219982","100008","WF171924","KOR","신림근린공원 운동시설","서울특별시","관악구","","","","","","","A30071-1M 신림근린공원 운동시설","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 난우길 58","서울특별시 관악구 신림동 197-61","126.916843176","37.477756168","100008","WF171925","KOR","문성어린이공원#1","서울특별시","관악구","","","","","","","AB0011-1M 문성어린이공원#1","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 난우12길 35-2","서울특별시 관악구 신림동 594-7","126.918819734","37.477688409","100008","WF171926","KOR","문성어린이공원#2","서울특별시","관악구","","","","","","","AB0021-1M 문성어린이공원#2","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 난우10가길 40","서울특별시 관악구 신림동 197-59","126.919760322","37.477728526","100008","WF171927","KOR","문성어린이공원#3","서울특별시","관악구","","","","","","","AB0031-1M 문성어린이공원#3","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 난향길 25","서울특별시 관악구 신림동 808-178","126.917671600","37.462727113","100008","WF171928","KOR","난향초교","서울특별시","관악구","","","","","","","S00091-4MXC 난향초교","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 난곡로11길 40","서울특별시 관악구 신림동 685-4","126.917194662","37.465690654","100008","WF171929","KOR","난곡공원","서울특별시","관악구","","","","","","","A20151-1M 난곡공원#01","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 낙성대로4가길 5","서울특별시 관악구 봉천동 1624-24","126.958387000","37.476295000","100008","WF171930","KOR","낙성대주민센터","서울특별시","관악구","","","","","","","낙성대주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:46.0","2018-06-14 14:08:46.0"
"서울특별시 관악구 남부순환로246가길 20","서울특별시 관악구 봉천동 1635-40","126.965324000","37.475100700","100008","WF171931","KOR","인헌주민센터","서울특별시","관악구","","","","","","","인헌주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 남현1가길 29","서울특별시 관악구 남현동 1086-1","126.977909000","37.474581100","100008","WF171932","KOR","남현주민센터","서울특별시","관악구","","","","","","","남현주민센터 4층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 행운1길 43","서울특별시 관악구 봉천동 1670-7","126.957064000","37.480651800","100008","WF171933","KOR","행운주민센터","서울특별시","관악구","","","","","","","행운주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 양녕로6다길 7","서울특별시 관악구 봉천동 1512-7","126.949753000","37.484191700","100008","WF171934","KOR","중앙주민센터","서울특별시","관악구","","","","","","","중앙주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 관악로40길 39","서울특별시 관악구 봉천동 1000","126.958636000","37.491801400","100008","WF171935","KOR","청림주민센터","서울특별시","관악구","","","","","","","청림주민센터 4층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 구암길 38","서울특별시 관악구 봉천동 1712-9","126.948280000","37.489496200","100008","WF171936","KOR","성현주민센터","서울특별시","관악구","","","","","","","성현주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 봉천로33나길 30","서울특별시 관악구 봉천동 905-29","126.942407000","37.485305600","100008","WF171937","KOR","은천주민센터","서울특별시","관악구","","","","","","","은천주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 봉천로 279-5","서울특별시 관악구 봉천동 968-54","126.932455000","37.487956500","100008","WF171938","KOR","보라매주민센터","서울특별시","관악구","","","","","","","보라매주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 신림동길 14","서울특별시 관악구 신림동 1439-3","126.927114000","37.487394700","100008","WF171939","KOR","신림주민센터","서울특별시","관악구","","","","","","","신림주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 쑥고개로 44","서울특별시 관악구 봉천동 1539-1","126.941639000","37.479117100","100008","WF171940","KOR","청룡주민센터","서울특별시","관악구","","","","","","","청룡주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 신림로 282","서울특별시 관악구 신림동 1641-65","126.931287000","37.479803500","100008","WF171941","KOR","서원주민센터","서울특별시","관악구","","","","","","","서원주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 신원로3길 13-6","서울특별시 관악구 신림동 1601-3","126.927328000","37.481570700","100008","WF171942","KOR","신원주민센터","서울특별시","관악구","","","","","","","신원주민센터 2층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 조원로12길 25","서울특별시 관악구 신림동 568-27","126.907794000","37.482559000","100008","WF171943","KOR","조원주민센터","서울특별시","관악구","","","","","","","조원주민센터 2층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 조원로 142","서울특별시 관악구 신림동 492-4","126.918093000","37.485410500","100008","WF171944","KOR","신사주민센터","서울특별시","관악구","","","","","","","신사주민센터 2층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 신림로 111","서울특별시 관악구 신림동 1516","126.936956000","37.470594700","100008","WF171945","KOR","대학주민센터","서울특별시","관악구","","","","","","","대학주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 호암로 589","서울특별시 관악구 신림동 1528","126.932964000","37.470106000","100008","WF171946","KOR","삼성주민센터","서울특별시","관악구","","","","","","","삼성주민센터 2층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 난곡로 67","서울특별시 관악구 신림동 1735-5","126.918798000","37.461519500","100008","WF171947","KOR","난향주민센터","서울특별시","관악구","","","","","","","난향주민센터 3층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:47.0","2018-06-14 14:08:47.0"
"서울특별시 관악구 난곡로30길 40","서울특별시 관악구 신림동 633-56","126.921641000","37.471021700","100008","WF171948","KOR","난곡주민센터","서울특별시","관악구","","","","","","","난곡주민센터 4층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 관악구 난곡로 249","서울특별시 관악구 신림동 763-9","126.915553000","37.476174800","100008","WF171949","KOR","미성주민센터","서울특별시","관악구","","","","","","","미성주민센터 2층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 관악구 신림로29길 6","서울특별시 관악구 신림동 1694-7","126.934999000","37.474994200","100008","WF171950","KOR","서림주민센터","서울특별시","관악구","","","","","","","서림주민센터 2층","주민센터","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 관악구 남부순환로 1546","서울특별시 관악구 신림동 1577-4","126.922424300","37.482948200","100008","WF171951","KOR","관악구 평생학습센터","서울특별시","관악구","","","","","","","평생학습센터 3층4층5층","공공기관","서울시","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 백제고분로32길 40-32","서울특별시 송파구 삼전동 70","127.092803900","37.499385800","100008","WF171954","KOR","삼밭어린이공원 1","서울특별시","송파구","","","","","","","CCTV(방범476)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 삼학사로3길 31","서울특별시 송파구 삼전동 70","127.093116700","37.499610900","100008","WF171955","KOR","삼밭어린이공원 2","서울특별시","송파구","","","","","","","CCTV(방범028)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 올림픽로 435","서울특별시 송파구 신천동 20-50","127.109573300","37.519573200","100008","WF171956","KOR","온조마루근린공원","서울특별시","송파구","","","","","","","CCTV(방범056)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 백제고분로14길 4-29","서울특별시 송파구 잠실동 319","127.082295200","37.504229600","100008","WF171958","KOR","쌀섬어린이공원","서울특별시","송파구","","","","","","","CCTV( 방범436)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 가락로39길 7","서울특별시 송파구 방이동 14","127.118072500","37.511867500","100008","WF171959","KOR","곰말어린이공원","서울특별시","송파구","","","","","","","CCTV(방범401)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 백제고분로28길 10","서울특별시 송파구 삼전동 62-1","127.092109600","37.502113300","100008","WF171960","KOR","삼전초등학교 앞 1","서울특별시","송파구","","","","","","","CCTV(방범183)","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 백제고분로28길 22","서울특별시 송파구 삼전동 86-2","127.091552700","37.501239700","100008","WF171962","KOR","삼전초등학교 앞 2","서울특별시","송파구","","","","","","","CCTV(방범025)","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 올림픽로 211","서울특별시 송파구 잠실동 27","127.094631600","37.512949900","100008","WF171963","KOR","신천초등학교 앞","서울특별시","송파구","","","","","","","CCTV(방범373","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 풍성로 42","서울특별시 송파구 풍납동 219-3","127.117141700","37.534248300","100008","WF171965","KOR","풍납초등학교 앞","서울특별시","송파구","","","","","","","CCTV(방범449)","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 풍성로20길 46","서울특별시 송파구 풍납동 256-2","127.114646900","37.531307200","100008","WF171967","KOR","토성초등학교 앞","서울특별시","송파구","","","","","","","CCTV(방범448)","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 풍성로14길 46","서울특별시 송파구 풍납동 281-1","127.113639800","37.532863600","100008","WF171969","KOR","서울영어마을풍납캠프 앞","서울특별시","송파구","","","","","","","CCTV(방범015)","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 송이로34길 57","서울특별시 송파구 문정동 90-2","127.127388000","37.484535200","100008","WF171971","KOR","문덕초등학교 앞","서울특별시","송파구","","","","","","","CCTV(방범245)","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 오금로31길 27","서울특별시 송파구 방이동 212-8","127.122273500","37.508894600","100008","WF171973","KOR","방산중학교 앞","서울특별시","송파구","","","","","","","CCTV( 방범402)","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 도곡로62길 5","서울특별시 송파구 잠실동 306","127.076855100","37.504049400","100008","WF171975","KOR","잠실유수지공원 #1","서울특별시","송파구","","","","","","","(CCTV 356)","주요거리","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"","서울특별시 송파구 잠실동 366","127.075912400","37.503204300","100008","WF171977","KOR","잠실유수지공원 #2","서울특별시","송파구","","","","","","","(CCTV 357)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 문정로4길 21","서울특별시 송파구 문정동 90","127.126319885","37.484481812","100008","WF171979","KOR","문정고등학교","서울특별시","송파구","","","","","","","(CCTV 666)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 잠실로 156","서울특별시 송파구 신천동 31","127.102293400","37.510962400","100008","WF171981","KOR","석촌호수공원 주변 #1","서울특별시","송파구","","","","","","","(석촌호수 삼전도비 건너편 2번 CCTV)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:48.0","2018-06-14 14:08:48.0"
"서울특별시 송파구 잠실로 156","서울특별시 송파구 신천동 32","127.102875900","37.511186400","100008","WF171983","KOR","석촌호수공원 주변 #2","서울특별시","송파구","","","","","","","(석촌호수공원 동호 롯데타워 주변거리  3번 CCTV 679)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 송파구 잠실로 180","서울특별시 송파구 신천동 32","127.103342500","37.511620200","100008","WF171985","KOR","석촌호수공원 주변 #3","서울특별시","송파구","","","","","","","(석촌호수공원 동호 롯데타워 주변거리 4번 CCTV 680)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 송파구 잠실로 180","서울특별시 송파구 신천동 32","127.104355900","37.512122300","100008","WF171987","KOR","석촌호수공원 주변 #4","서울특별시","송파구","","","","","","","(석촌호수공원 동호 롯데타워 주변거리 5번 CCTV 681)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"","서울특별시 송파구 신천동 32","127.105140500","37.512433500","100008","WF171989","KOR","석촌호수공원 주변 #5","서울특별시","송파구","","","","","","","(석촌호수공원 동호 롯데타워 주변거리 6번 CCTV 682)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 송파구 오금로 90","서울특별시 송파구 신천동 32","127.106905900","37.513334000","100008","WF171991","KOR","석촌호수공원 주변 #6","서울특별시","송파구","","","","","","","(석촌호수공원 동호 롯데타워 주변거리 8번 CCTV 684)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 염곡말길 9","서울특별시 서초구 염곡동 180-11","127.051164200","37.461936600","100008","WF171993","KOR","내곡동주민센터","서울특별시","서초구","","","","","","","3층 컴퓨터실","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 사평대로 273","서울특별시 서초구 반포동 20-48","127.013364300","37.505088200","100008","WF171996","KOR","반포1동주민센터","서울특별시","서초구","","","","","","","3층 작은도서관","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 신반포로15길 16","서울특별시 서초구 반포동 4-15","126.994508300","37.504551400","100008","WF172004","KOR","반포2동주민센터","서울특별시","서초구","","","","","","","1층 민원실","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 신반포로23길 30","서울특별시 서초구 잠원동 72-2","127.003445400","37.508725000","100008","WF172007","KOR","반포3동주민센터","서울특별시","서초구","","","","","","","지하1층 민원실","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 사평대로28길 70","서울특별시 서초구 반포동 74-7","127.000235100","37.497468500","100008","WF172011","KOR","반포4동주민센터","서울특별시","서초구","","","","","","","4층 책사랑방","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 신반포로 10","서울특별시 서초구 반포동 1130","126.986057800","37.500459500","100008","WF172014","KOR","반포본동주민센터","서울특별시","서초구","","","","","","","1층 민원실","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 효령로29길 43","서울특별시 서초구 방배동 922-18","126.994462000","37.483336800","100008","WF172018","KOR","방배1동주민센터","서울특별시","서초구","","","","","","","1층 민원실","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 청두곶길 36","서울특별시 서초구 방배동 462-13","126.985562300","37.479730200","100008","WF172023","KOR","방배2동주민센터","서울특별시","서초구","","","","","","","2층 도서관","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 방배로10길 10-20","서울특별시 서초구 방배동 983-14","126.999023300","37.480300800","100008","WF172027","KOR","방배3동주민센터","서울특별시","서초구","","","","","","","지하1층 예비군동대","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
"서울특별시 서초구 방배로 173","서울특별시 서초구 방배동 852-14","126.992299500","37.488961000","100008","WF172034","KOR","방배4동주민센터","서울특별시","서초구","","","","","","","지하1층 교육장","공공시설","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:08:49.0","2018-06-14 14:08:49.0"
